,Fuel_Mdot,Tair,Treturn,Tsupply,Water_Mdot,Class
2074,1.0,303.0,333.0000001,345.2545898,6.5,ExcessAir
2075,1.0,303.0,333.0000001,344.8327566,6.5,ExcessAir
2076,1.0,303.0,333.0000001,344.4386296,88.89579086394318,ExcessAir
2077,1.0,303.0,333.0000001,344.0695661,6.5,ExcessAir
2078,1.0,303.0,333.0000001,343.723247,6.5,ExcessAir
2079,1.0,303.0,333.0000001,343.3976341,6.5,ExcessAir
2080,1.0,303.0,333.0000001,346.2703992,7.0,Lean
2081,1.0,303.0,333.0000001,345.7428676,7.0,Nominal
2082,1.0,303.0,5498.98528106779,345.2552243,7.0,ExcessAir
2083,1.0,303.0,333.0000001,344.80311,7.0,ExcessAir
2084,1.0,303.0,333.0000001,344.3827783,7.0,ExcessAir
2085,1.0,303.0,333.0000001,343.9909916,7.0,ExcessAir
2086,1.0,303.0,333.0000001,343.6249377,7.0,ExcessAir
2087,1.0,303.0,333.0000001,343.282162,7.0,ExcessAir
2088,1.0,303.0,333.0000001,342.9602265,7.0,ExcessAir
2089,1.0,303.0,333.0000001,342.6573749,7.0,ExcessAir
2090,1.0,303.0,333.0000001,345.389011,7.5,Lean
2091,1.0,303.0,333.0000001,344.8965564,7.5,Nominal
2092,1.0,303.0,333.0000001,344.4413378,7.5,ExcessAir
2093,1.0,303.0,333.0000001,344.0192857,7.5,ExcessAir
2094,1.0,303.0,333.0000001,343.6269028,7.5,ExcessAir
2095,1.0,303.0,333.0000001,343.2611669,7.5,ExcessAir
2096,1.0,303.0,333.0000001,342.919108,7.5,ExcessAir
2097,1.0,303.0,333.0000001,342.5986655,7.5,ExcessAir
2098,1.0,303.0,333.0000001,342.2979727,7.5,ExcessAir
2099,1.0,303.0,333.0000001,342.0152582,7.5,ExcessAir
2100,1.0,303.0,333.0000001,344.6175251,8.0,Lean
2101,1.0,303.0,333.0000001,344.1557736,8.0,Nominal
2102,1.0,303.0,333.0000001,343.7289364,8.0,ExcessAir
2103,1.0,303.0,333.0000001,343.3331979,8.0,ExcessAir
2104,1.0,303.0,333.0000001,342.9649997,8.0,ExcessAir
2105,1.0,3159.2627463264434,333.0000001,342.6215747,8.0,ExcessAir
2106,1.0,303.0,333.0000001,342.300706,8.0,ExcessAir
2107,1.0,303.0,333.0000001,342.0002419,8.0,ExcessAir
2108,1.0,303.0,333.0000001,341.7182961,8.0,ExcessAir
2109,1.0,303.0,333.0000001,341.4532079,8.0,ExcessAir
2110,1.0,303.0,333.0000002,343.9365919,8.5,Lean
2111,1.0,303.0,333.0000002,343.5019396,8.5,Nominal
2112,1.0,303.0,333.0000002,343.1000668,8.5,ExcessAir
2113,1.0,303.0,333.0000002,342.7270193,137.7424324450884,ExcessAir
2114,1.0,303.0,333.0000002,342.3801979,8.5,ExcessAir
2115,1.0,303.0,333.0000002,342.0569258,8.5,ExcessAir
2116,1.0,303.0,333.0000002,341.754888,8.5,ExcessAir
2117,1.0,303.0,333.0000002,341.4720574,8.5,ExcessAir
2118,1.0,303.0,333.0000002,341.2066583,8.5,ExcessAir
2119,1.0,303.0,333.0000002,340.9571274,8.5,ExcessAir
2120,1.0,303.0,333.0000002,343.3311522,9.0,Lean
2121,1.0,303.0,333.0000002,342.9202515,9.0,Nominal
2122,1.0,303.0,333.0000002,342.5401933,9.0,ExcessAir
2123,1.0,303.0,333.0000002,342.1878254,9.0,ExcessAir
2124,1.0,303.0,333.0000002,341.8602281,9.0,ExcessAir
2125,1.0,303.0,333.0000002,341.554878,9.0,ExcessAir
2126,1.0,303.0,333.0000002,341.2695834,9.0,ExcessAir
2127,1.0,303.0,333.0000002,341.0024312,9.0,ExcessAir
2128,1.0,303.0,333.0000002,340.7517443,9.0,ExcessAir
2129,1.0,303.0,333.0000002,340.5160458,9.0,ExcessAir
2130,1.0,303.0,333.0000002,342.7887793,9.5,Lean
2131,1.0,303.0,333.0000002,342.3992278,9.5,Nominal
2132,1.0,3697.54973033647,333.0000002,342.0391313,9.5,ExcessAir
2133,1.0,303.0,333.0000002,3833.9895638501557,9.5,ExcessAir
2134,1.0,303.0,333.0000002,341.3948797,9.5,ExcessAir
2135,1.0,303.0,6494.588163289929,341.1055674,9.5,ExcessAir
2136,1.0,303.0,333.0000002,340.8352572,9.5,ExcessAir
2137,1.0,303.0,333.0000002,340.5821365,9.5,ExcessAir
2138,1.0,303.0,333.0000002,340.3446162,9.5,ExcessAir
2139,1.0,303.0,333.0000002,340.1212972,9.5,ExcessAir
2140,1.0,303.0,333.0000002,342.3003158,10.0,Lean
2141,1.0,303.0,333.0000002,341.9302036,10.0,Nominal
2142,16.664569075268062,303.0,333.0000002,341.5880765,10.0,ExcessAir
2143,1.0,303.0,333.0000002,341.2708762,10.0,ExcessAir
2144,1.0,303.0,333.0000002,340.9759741,10.0,ExcessAir
2145,1.0,303.0,333.0000002,340.701099,10.0,ExcessAir
2146,1.0,303.0,333.0000002,340.4442777,10.0,ExcessAir
2147,1.0,303.0,333.0000002,340.2037881,10.0,ExcessAir
2148,1.0,303.0,333.0000002,339.9781205,10.0,ExcessAir
2149,1.0,303.0,333.0000002,339.7659454,10.0,ExcessAir
2150,1.0,303.0,333.0000002,341.8582852,10.5,Lean
2151,1.0,303.0,333.0000002,341.5057644,10.5,Nominal
2152,1.0,303.0,333.0000002,341.1798986,10.5,ExcessAir
2153,1.0,303.0,333.0000002,340.8777747,10.5,ExcessAir
2154,1.0,303.0,333.0000002,340.5968893,10.5,ExcessAir
2155,1.0,303.0,333.0000002,340.3350789,10.5,ExcessAir
2156,1.0,303.0,333.0000002,340.0904642,10.5,ExcessAir
2157,1.0,303.0,333.0000002,339.8614051,10.5,ExcessAir
2158,1.0,303.0,333.0000002,339.6464633,10.5,ExcessAir
2159,1.0,303.0,333.0000002,339.4443729,10.5,ExcessAir
2160,1.0,303.0,333.0000003,341.456367,11.0,Lean
2161,1.0,303.0,333.0000003,341.1198395,11.0,Nominal
2162,1.0,303.0,333.0000003,340.808761,11.0,ExcessAir
2163,1.0,303.0,333.0000003,340.5203455,11.0,ExcessAir
2164,1.0,303.0,333.0000003,340.2522048,11.0,ExcessAir
2165,1.0,303.0,333.0000003,340.0022735,11.0,ExcessAir
2166,1.0,303.0,333.0000003,339.7687578,11.0,ExcessAir
2167,1.0,303.0,333.0000003,339.5500918,11.0,ExcessAir
2168,1.0,303.0,333.0000003,339.3449026,11.0,ExcessAir
2169,1.0,303.0,333.0000003,339.1519816,11.0,ExcessAir
2170,1.0,303.0,333.0000003,341.0893382,11.5,Lean
2171,1.0,303.0,333.0000003,340.7674189,11.5,Nominal
2172,1.0,303.0,333.0000003,340.4698408,11.5,ExcessAir
2173,1.0,303.0,333.0000003,340.1939436,11.5,ExcessAir
2174,1.0,303.0,333.0000003,339.9374413,11.5,ExcessAir
2175,1.0,303.0,333.0000003,339.698358,11.5,ExcessAir
2176,1.0,303.0,4015.894421433226,339.4749777,11.5,ExcessAir
2177,1.0,303.0,333.0000003,339.2658026,11.5,ExcessAir
2178,1.0,303.0,333.0000003,339.0695194,11.5,ExcessAir
2179,1.0,303.0,333.0000003,338.8849719,11.5,ExcessAir
2180,1.0,303.0,333.0000003,340.7528447,12.0,Lean
2181,1.0,303.0,333.0000003,340.4443168,12.0,Nominal
2182,1.0,303.0,333.0000003,340.1591175,12.0,ExcessAir
2183,1.0,303.0,333.0000003,339.8946971,12.0,ExcessAir
2184,1.0,303.0,333.0000003,339.6488648,12.0,ExcessAir
2185,1.0,303.0,333.0000003,339.419727,12.0,ExcessAir
2186,1.0,303.0,333.0000003,339.205639,12.0,ExcessAir
2187,1.0,303.0,333.0000003,339.0051652,12.0,ExcessAir
2188,1.0,303.0,333.0000003,338.8170469,12.0,ExcessAir
2189,1.0,303.0,333.0000003,338.6401763,12.0,ExcessAir
2190,1.0,303.0,333.0000003,340.4432282,12.5,Lean
2191,1.0,303.0,333.0000003,340.147022,12.5,Nominal
2192,1.0,303.0,333.0000003,339.8732126,12.5,ExcessAir
2193,1.0,303.0,333.0000003,339.6193525,12.5,ExcessAir
2194,1.0,303.0,333.0000003,339.383338,12.5,ExcessAir
2195,1.0,303.0,333.0000003,339.1633512,12.5,ExcessAir
2196,1.0,303.0,333.0000003,338.9578132,12.5,ExcessAir
2197,1.0,303.0,333.0000003,338.7653457,12.5,ExcessAir
2198,1.0,303.0,333.0000003,338.5847403,12.5,ExcessAir
2199,1.0,303.0,333.0000003,338.4149333,12.5,ExcessAir
2200,2.0,283.0,333.0,363.6347184,3.0,Lean
2201,2.0,283.0,333.0,362.404818,3.0,Nominal
2202,2.0,4003.097154486256,333.0,361.2680911,3.0,ExcessAir
2203,2.0,283.0,333.0,360.2143367,3.0,ExcessAir
2204,2.0,283.0,333.0,359.2347902,3.0,ExcessAir
2205,2.0,283.0,333.0,358.3218794,3.0,ExcessAir
2206,2.0,283.0,333.0,357.4690283,3.0,ExcessAir
2207,2.0,283.0,333.0,356.6704987,3.0,ExcessAir
2208,2.0,283.0,333.0,355.9212611,3.0,ExcessAir
2209,2.0,283.0,333.0,355.2168878,3.0,ExcessAir
2210,2.0,283.0,333.0,359.2904711,3.5,Lean
2211,2.0,283.0,333.0,358.2352954,3.5,Nominal
2212,2.0,283.0,333.0,357.260055,3.5,ExcessAir
2213,2.0,283.0,333.0,356.3560012,3.5,ExcessAir
2214,2.0,283.0,333.0,355.51561,3.5,ExcessAir
2215,2.0,283.0,333.0,354.7323894,3.5,ExcessAir
2216,2.0,283.0,333.0,354.0006957,3.5,ExcessAir
2217,2.0,283.0,333.0,353.3156055,3.5,ExcessAir
2218,2.0,283.0,333.0,352.6718764,3.5,ExcessAir
2219,2.0,283.0,333.0,352.0664147,3.5,ExcessAir
2220,30.624105803023546,283.0,333.0,356.0269572,4.0,Lean
2221,2.0,283.0,333.0,355.1030346,4.0,Nominal
2222,2.0,283.0,333.0,354.249106,4.0,ExcessAir
2223,2.0,283.0,333.0,353.4575066,4.0,ExcessAir
2224,2.0,283.0,333.0,352.7208173,4.0,ExcessAir
2225,2.0,283.0,333.0,352.0337135,4.0,ExcessAir
2226,2.0,283.0,333.0,351.3918128,4.0,ExcessAir
2227,2.0,283.0,333.0,350.7907966,4.0,ExcessAir
2228,2.0,283.0,333.0,350.2268793,4.0,ExcessAir
2229,2.0,283.0,333.0,349.6967288,4.0,ExcessAir
2230,2.0,283.0,333.0,353.4854966,4.5,Lean
2231,2.0,283.0,333.0,352.6628424,4.5,Nominal
2232,2.0,283.0,333.0,351.9019352,4.5,ExcessAir
2233,2.0,283.0,333.0,351.196567,55.71205518560373,ExcessAir
2234,2.0,283.0,333.0,350.5408711,4.5,ExcessAir
2235,2.0,283.0,333.0,349.9297792,4.5,ExcessAir
2236,2.0,283.0,333.0,349.3588896,4.5,ExcessAir
2237,2.0,3219.422783633011,333.0,348.8243613,4.5,ExcessAir
2238,2.0,283.0,333.0,348.3228278,4.5,ExcessAir
2239,2.0,283.0,333.0,347.8513255,4.5,ExcessAir
2240,2.0,283.0,333.0000001,351.4470684,5.0,Lean
2241,2.0,283.0,333.0000001,350.7057984,5.0,Nominal
2242,2.0,283.0,333.0000001,350.0206834,5.0,ExcessAir
2243,2.0,283.0,333.0000001,349.385575,5.0,ExcessAir
2244,2.0,283.0,333.0000001,348.7951912,5.0,ExcessAir
2245,2.0,283.0,333.0000001,348.2449682,5.0,ExcessAir
2246,2.0,283.0,333.0000001,347.730943,5.0,ExcessAir
2247,2.0,283.0,333.0000001,347.2496573,5.0,ExcessAir
2248,2.0,283.0,333.0000001,346.7980798,5.0,ExcessAir
2249,2.0,283.0,333.0000001,346.373542,5.0,ExcessAir
2250,2.0,283.0,333.0000001,349.7774251,5.5,Lean
2251,2.0,283.0,333.0000001,349.1033028,5.5,Nominal
2252,2.0,283.0,333.0000001,348.4802484,5.5,ExcessAir
2253,2.0,283.0,333.0000001,347.9026709,5.5,ExcessAir
2254,2.0,283.0,333.0000001,347.3657664,5.5,ExcessAir
2255,2.0,283.0,333.0000001,346.8653848,5.5,ExcessAir
2256,2.0,283.0,333.0000001,346.3979219,5.5,ExcessAir
2257,2.0,283.0,333.0000001,345.9602328,5.5,ExcessAir
2258,2.0,3070.1726276960726,333.0000001,345.5495607,5.5,ExcessAir
2259,2.0,283.0,333.0000001,345.163479,5.5,ExcessAir
2260,2.0,283.0,333.0000001,348.3851393,6.0,Lean
2261,2.0,283.0,333.0000001,347.7670099,6.0,Nominal
2262,2.0,283.0,333.0000001,347.1957066,6.0,ExcessAir
2263,2.0,283.0,333.0000001,346.6661026,6.0,ExcessAir
2264,2.0,283.0,333.0000001,346.1737934,6.0,ExcessAir
2265,2.0,283.0,333.0000001,345.7149734,6.0,ExcessAir
2266,2.0,283.0,333.0000001,345.2863378,6.0,ExcessAir
2267,2.0,283.0,333.0000001,344.885003,6.0,ExcessAir
2268,2.0,283.0,333.0000001,344.5084412,6.0,ExcessAir
2269,2.0,283.0,333.0000001,344.1544272,6.0,ExcessAir
2270,2.0,283.0,333.0000001,347.2063999,6.5,Lean
2271,2.0,283.0,333.0000001,346.6356749,6.5,Nominal
2272,2.0,283.0,333.0000001,346.108185,6.5,ExcessAir
2273,2.0,283.0,333.0000001,345.6191964,6.5,ExcessAir
2274,2.0,283.0,333.0000001,345.1646423,6.5,ExcessAir
2275,2.0,283.0,333.0000001,344.7410092,6.5,ExcessAir
2276,2.0,283.0,333.0000001,344.3452456,6.5,ExcessAir
2277,2.0,283.0,333.0000001,343.974689,6.5,ExcessAir
2278,2.0,283.0,333.0000001,343.6270055,6.5,ExcessAir
2279,2.0,283.0,333.0000001,343.3001407,6.5,ExcessAir
2280,2.0,283.0,333.0000001,346.1955759,7.0,Lean
2281,2.0,283.0,333.0000001,345.6655024,7.0,Nominal
2282,2.0,283.0,333.0000001,345.1755843,7.0,ExcessAir
2283,2.0,283.0,333.0000001,344.7214252,7.0,ExcessAir
2284,2.0,283.0,333.0000001,344.2992478,7.0,ExcessAir
2285,2.0,283.0,333.0000001,343.9057889,7.0,ExcessAir
2286,2.0,283.0,333.0000001,343.5382145,7.0,ExcessAir
2287,2.0,283.0,333.0000001,5154.67147654373,7.0,ExcessAir
2288,2.0,283.0,333.0000001,342.8707186,7.0,ExcessAir
2289,2.0,283.0,333.0000001,342.5667003,7.0,ExcessAir
2290,2.0,283.0,333.0000001,345.3191729,7.5,Lean
2291,2.0,283.0,333.0000001,344.8243448,7.5,Nominal
2292,2.0,283.0,333.0000001,344.3670021,7.5,ExcessAir
2293,2.0,283.0,333.0000001,343.9430406,7.5,ExcessAir
2294,2.0,283.0,333.0000001,343.5489344,7.5,ExcessAir
2295,2.0,283.0,333.0000001,343.1816371,7.5,ExcessAir
2296,2.0,283.0,333.0000001,342.8380423,7.5,ExcessAir
2297,2.0,283.0,333.0000001,342.5163027,7.5,ExcessAir
2298,2.0,283.0,333.0000001,342.2144229,7.5,ExcessAir
2299,2.0,283.0,333.0000001,341.930619,7.5,ExcessAir
2300,2.0,283.0,333.0000001,344.5520491,8.0,Lean
2301,2.0,283.0,333.0000001,344.0880716,8.0,Nominal
2302,2.0,283.0,333.0000001,343.6592423,8.0,ExcessAir
2303,2.0,283.0,333.0000001,343.2617131,8.0,ExcessAir
2304,2.0,283.0,333.0000001,342.8917939,8.0,ExcessAir
2305,2.0,283.0,333.0000001,342.5469023,8.0,ExcessAir
2306,2.0,283.0,333.0000001,342.2247001,8.0,ExcessAir
2307,2.0,283.0,333.0000001,341.9230195,8.0,ExcessAir
2308,2.0,283.0,333.0000001,341.6399605,8.0,ExcessAir
2309,2.0,283.0,333.0000001,341.3738505,8.0,ExcessAir
2310,2.0,283.0,333.0000002,343.8749649,8.5,Lean
2311,2.0,283.0,333.0000002,343.4382169,8.5,Nominal
2312,2.0,283.0,333.0000002,343.0343745,8.5,ExcessAir
2313,2.0,283.0,333.0000002,342.6596387,8.5,ExcessAir
2314,2.0,283.0,333.0000002,342.3112916,8.5,ExcessAir
2315,2.0,283.0,333.0000002,341.9866406,8.5,ExcessAir
2316,2.0,283.0,333.0000002,341.6833474,8.5,ExcessAir
2317,2.0,283.0,333.0000002,341.3993714,8.5,ExcessAir
2318,2.0,2875.050971335261,333.0000002,341.1329242,8.5,ExcessAir
2319,2.0,283.0,333.0000002,340.8824312,8.5,ExcessAir
2320,2.0,283.0,333.0000002,343.2729467,9.0,Lean
2321,2.0,283.0,333.0000002,342.8599798,9.0,Nominal
2322,2.0,283.0,333.0000002,342.4781472,9.0,ExcessAir
2323,2.0,283.0,333.0000002,342.1241844,9.0,ExcessAir
2324,2.0,283.0,333.0000002,341.7951474,9.0,ExcessAir
2325,2.0,283.0,333.0000002,341.4884929,9.0,ExcessAir
2326,2.0,283.0,333.0000002,341.2020122,9.0,ExcessAir
2327,2.0,283.0,333.0000002,340.933778,9.0,ExcessAir
2328,2.0,283.0,333.0000002,340.6821009,9.0,ExcessAir
2329,2.0,283.0,333.0000002,340.4454936,9.0,ExcessAir
2330,2.0,283.0,333.0000002,342.7335563,9.5,Lean
2331,2.0,283.0,333.0000002,342.3421259,9.5,Nominal
2332,2.0,283.0,333.0000002,341.9803479,9.5,ExcessAir
2333,2.0,283.0,333.0000002,341.6449759,9.5,ExcessAir
2334,2.0,283.0,333.0000002,341.3332206,9.5,ExcessAir
2335,2.0,283.0,333.0000002,341.0426722,9.5,ExcessAir
2336,2.0,283.0,333.0000002,340.7712381,9.5,ExcessAir
2337,2.0,283.0,333.0000002,340.5170921,9.5,ExcessAir
2338,2.0,283.0,333.0000002,340.2786334,9.5,ExcessAir
2339,2.0,283.0,333.0000002,340.0544533,9.5,ExcessAir
2340,2.0,283.0,333.0000002,342.247852,10.0,Lean
2341,2.0,283.0,333.0000002,341.8759546,10.0,Nominal
2342,2.0,283.0,333.0000002,341.5322297,10.0,ExcessAir
2343,2.0,283.0,333.0000002,341.2135932,10.0,ExcessAir
2344,2.0,283.0,333.0000002,340.9173948,10.0,ExcessAir
2345,2.0,283.0,333.0000002,340.6413451,10.0,ExcessAir
2346,2.0,283.0,5949.279105796018,340.3834558,10.0,ExcessAir
2347,2.0,283.0,333.0000002,340.1419919,10.0,ExcessAir
2348,2.0,283.0,333.0000002,339.9154327,10.0,ExcessAir
2349,2.0,283.0,333.0000002,339.7024393,10.0,ExcessAir
2350,2.0,283.0,333.0000002,341.808317,10.5,Lean
2351,2.0,283.0,333.0000002,341.4540966,10.5,Nominal
2352,2.0,283.0,333.0000002,341.1267088,10.5,ExcessAir
2353,2.0,283.0,333.0000002,340.8232169,10.5,ExcessAir
2354,2.0,283.0,333.0000002,340.5410966,10.5,ExcessAir
2355,2.0,283.0,333.0000002,340.2781674,10.5,ExcessAir
2356,2.0,283.0,333.0000002,340.0325354,10.5,ExcessAir
2357,2.0,283.0,333.0000002,339.8025481,10.5,ExcessAir
2358,2.0,283.0,333.0000002,339.586757,10.5,ExcessAir
2359,2.0,283.0,333.0000002,339.383887,10.5,ExcessAir
2360,2.0,283.0,333.0000003,341.4086676,11.0,Lean
2361,2.0,283.0,333.0000003,341.0705192,11.0,Nominal
2362,2.0,283.0,333.0000003,340.7579867,11.0,ExcessAir
2363,2.0,283.0,333.0000003,340.4682653,11.0,ExcessAir
2364,2.0,283.0,333.0000003,340.1989456,11.0,ExcessAir
2365,2.0,283.0,333.0000003,339.9479461,11.0,ExcessAir
2366,2.0,283.0,333.0000003,339.7134592,11.0,ExcessAir
2367,2.0,283.0,333.0000003,339.493907,11.0,ExcessAir
2368,2.0,283.0,333.0000003,339.287907,11.0,ExcessAir
2369,2.0,283.0,333.0000003,339.0942417,11.0,ExcessAir
2370,2.0,283.0,333.0000003,341.0437105,11.5,Lean
2371,2.0,283.0,333.0000003,340.7202389,11.5,Nominal
2372,2.0,283.0,333.0000003,340.4212715,11.5,ExcessAir
2373,2.0,283.0,333.0000003,340.1441255,11.5,ExcessAir
2374,2.0,283.0,333.0000003,339.8864955,11.5,ExcessAir
2375,2.0,283.0,333.0000003,339.6463903,11.5,ExcessAir
2376,2.0,283.0,333.0000003,339.4220808,11.5,ExcessAir
2377,2.0,283.0,333.0000003,339.212058,11.5,ExcessAir
2378,2.0,283.0,333.0000003,339.014999,11.5,ExcessAir
2379,2.0,283.0,333.0000003,338.8297395,11.5,ExcessAir
2380,2.0,283.0,333.0000003,340.7091163,12.0,Lean
2381,2.0,283.0,333.0000003,340.3991005,12.0,Nominal
2382,2.0,283.0,333.0000003,340.1125696,12.0,ExcessAir
2383,2.0,283.0,333.0000003,339.8469522,12.0,ExcessAir
2384,2.0,283.0,333.0000003,339.6000394,12.0,ExcessAir
2385,2.0,283.0,333.0000003,339.3699225,12.0,ExcessAir
2386,2.0,283.0,333.0000003,339.1549438,12.0,ExcessAir
2387,2.0,283.0,333.0000003,338.9536575,12.0,ExcessAir
2388,2.0,283.0,333.0000003,338.7647957,12.0,ExcessAir
2389,2.0,283.0,333.0000003,338.5872426,12.0,ExcessAir
2390,2.0,283.0,333.0000003,340.4012472,12.5,Lean
2391,2.0,283.0,333.0000003,340.1036125,12.5,Nominal
2392,2.0,283.0,333.0000003,339.8285247,12.5,ExcessAir
2393,2.0,283.0,333.0000003,339.5735152,12.5,ExcessAir
2394,2.0,283.0,333.0000003,339.3364633,12.5,ExcessAir
2395,2.0,283.0,333.0000003,339.1155366,12.5,ExcessAir
2396,2.0,283.0,333.0000003,338.9091438,12.5,ExcessAir
2397,2.0,283.0,333.0000003,338.7158962,12.5,ExcessAir
2398,2.0,283.0,333.0000003,338.534577,12.5,ExcessAir
2399,2.0,283.0,333.0000003,338.3641147,12.5,ExcessAir
2400,2.0,285.0,333.0,363.6581568,3.0,Lean
2401,2.0,285.0,333.0,362.4283736,3.0,Nominal
2402,2.0,285.0,333.0,361.2917546,3.0,ExcessAir
2403,2.0,285.0,333.0,360.2381001,3.0,ExcessAir
2404,2.0,285.0,333.0,359.2586462,3.0,ExcessAir
2405,2.0,285.0,333.0,358.3458215,3.0,ExcessAir
2406,2.0,285.0,333.0,357.4930507,3.0,ExcessAir
2407,2.0,285.0,333.0,356.6945963,3.0,ExcessAir
2408,2.0,285.0,333.0,355.9454289,3.0,ExcessAir
2409,2.0,285.0,333.0,355.2411216,3.0,ExcessAir
2410,2.0,285.0,333.0,359.3105798,3.5,Lean
2411,2.0,285.0,333.0,358.2555047,3.5,Nominal
2412,2.0,285.0,333.0,357.2803568,3.5,ExcessAir
2413,2.0,285.0,333.0,356.3763888,3.5,ExcessAir
2414,2.0,285.0,333.0,355.5360769,3.5,ExcessAir
2415,2.0,285.0,333.0,354.7529303,3.5,ExcessAir
2416,2.0,285.0,333.0,354.0213055,3.5,ExcessAir
2417,2.0,285.0,333.0,353.3362798,3.5,ExcessAir
2418,2.0,285.0,333.0,352.6926505,3.5,ExcessAir
2419,2.0,285.0,333.0,352.0872455,3.5,ExcessAir
2420,2.0,285.0,333.0,356.0445646,4.0,Lean
2421,2.0,285.0,333.0,355.12073,4.0,Nominal
2422,2.0,285.0,5713.165734415999,354.2668826,4.0,ExcessAir
2423,2.0,285.0,333.0,353.4753582,4.0,ExcessAir
2424,2.0,285.0,333.0,352.7387726,4.0,ExcessAir
2425,2.0,285.0,333.0,352.0517337,4.0,ExcessAir
2426,2.0,285.0,333.0,351.4098934,4.0,ExcessAir
2427,2.0,285.0,333.0,350.8089337,4.0,ExcessAir
2428,2.0,285.0,333.0,350.2450694,4.0,ExcessAir
2429,2.0,285.0,333.0,349.7149686,4.0,ExcessAir
2430,2.0,285.0,333.0,353.5011561,4.5,Lean
2431,2.0,285.0,333.0,352.6786102,4.5,Nominal
2432,2.0,285.0,333.0,351.9177753,4.5,ExcessAir
2433,2.0,285.0,333.0,351.212474,4.5,ExcessAir
2434,2.0,285.0,333.0,350.5568401,4.5,ExcessAir
2435,2.0,285.0,333.0,349.9458059,4.5,ExcessAir
2436,2.0,285.0,333.0,349.37497,4.5,ExcessAir
2437,2.0,285.0,333.0,348.8404921,4.5,ExcessAir
2438,2.0,285.0,333.0,348.3390057,4.5,ExcessAir
2439,2.0,285.0,333.0,347.8675475,4.5,ExcessAir
2440,2.0,285.0,333.0000001,351.461195,5.0,Lean
2441,32.66415903410097,285.0,333.0000001,350.7199957,5.0,Nominal
2442,2.0,285.0,333.0000001,350.0349457,5.0,ExcessAir
2443,2.0,285.0,333.0000001,349.3998976,5.0,ExcessAir
2444,2.0,285.0,333.0000001,348.8095696,5.0,ExcessAir
2445,2.0,285.0,333.0000001,348.2593985,5.0,ExcessAir
2446,2.0,285.0,333.0000001,347.7454218,5.0,ExcessAir
2447,2.0,285.0,333.0000001,347.2641814,5.0,ExcessAir
2448,2.0,285.0,333.0000001,346.8126462,5.0,ExcessAir
2449,2.0,285.0,333.0000001,346.3881483,5.0,ExcessAir
2450,2.0,285.0,333.0000001,349.7902721,5.5,Lean
2451,2.0,285.0,333.0000001,349.116214,5.5,Nominal
2452,2.0,285.0,333.0000001,348.4932188,5.5,ExcessAir
2453,2.0,5161.5833749189715,333.0000001,347.915696,5.5,ExcessAir
2454,2.0,285.0,333.0000001,347.3788423,5.5,ExcessAir
2455,2.0,285.0,333.0000001,346.8785079,5.5,ExcessAir
2456,2.0,285.0,333.0000001,346.4110891,5.5,ExcessAir
2457,2.0,285.0,333.0000001,345.9734412,5.5,ExcessAir
2458,2.0,285.0,333.0000001,345.5628077,5.5,ExcessAir
2459,2.0,285.0,333.0000001,345.1767622,64.92191209574077,ExcessAir
2460,2.0,285.0,333.0000001,348.3969192,6.0,Lean
2461,2.0,285.0,333.0000001,347.7788487,6.0,Nominal
2462,2.0,285.0,333.0000001,347.2075996,6.0,ExcessAir
2463,2.0,285.0,333.0000001,346.6780459,6.0,ExcessAir
2464,2.0,285.0,333.0000001,346.1857833,6.0,ExcessAir
2465,2.0,285.0,333.0000001,345.7270066,6.0,ExcessAir
2466,2.0,285.0,333.0000001,345.2984114,6.0,ExcessAir
2467,2.0,285.0,333.0000001,344.8971143,6.0,ExcessAir
2468,2.0,285.0,333.0000001,344.5205878,6.0,ExcessAir
2469,2.0,285.0,333.0000001,344.1666071,6.0,ExcessAir
2470,2.0,285.0,333.0000001,347.2172764,6.5,Lean
2471,2.0,285.0,333.0000001,346.6466058,6.5,Nominal
2472,2.0,285.0,333.0000001,346.119166,6.5,ExcessAir
2473,2.0,285.0,333.0000001,345.6302238,6.5,ExcessAir
2474,25.660223095257923,285.0,333.0000001,345.1757127,6.5,ExcessAir
2475,2.0,285.0,333.0000001,344.7521195,6.5,ExcessAir
2476,2.0,285.0,333.0000001,344.3563932,6.5,ExcessAir
2477,2.0,285.0,333.0000001,343.9858715,6.5,ExcessAir
2478,2.0,285.0,4832.50663024827,343.6382207,6.5,ExcessAir
2479,2.0,285.0,333.0000001,343.3113865,6.5,ExcessAir
2480,2.0,285.0,333.0000001,346.2056777,7.0,Lean
2481,2.0,285.0,333.0000001,345.6756547,7.0,Nominal
2482,2.0,285.0,333.0000001,345.1857831,7.0,ExcessAir
2483,2.0,285.0,333.0000001,344.7316671,7.0,ExcessAir
2484,2.0,285.0,333.0000001,344.3095297,7.0,ExcessAir
2485,2.0,285.0,333.0000001,343.9161079,7.0,ExcessAir
2486,2.0,285.0,333.0000001,343.5485681,7.0,ExcessAir
2487,2.0,285.0,333.0000001,343.2044376,7.0,ExcessAir
2488,2.0,285.0,333.0000001,342.8811499,7.0,ExcessAir
2489,2.0,285.0,333.0000001,342.57716,7.0,ExcessAir
2490,2.0,285.0,333.0000001,345.328603,7.5,Lean
2491,2.0,285.0,333.0000001,344.833822,7.5,Nominal
2492,2.0,285.0,333.0000001,344.3765228,7.5,ExcessAir
2493,2.0,285.0,333.0000001,343.9526015,7.5,ExcessAir
